Date,Package,Title
6/26/21,TensorClustering,Model-Based Tensor Clustering
6/25/21,bayesAB,Fast Bayesian Methods for AB Testing
6/25/21,chronicle,Grammar for Creating R Markdown Reports
6/25/21,ifctools,Italian Fiscal Code ('Codice Fiscale') Utilities
6/25/21,mbsts,Multivariate Bayesian Structural Time Series
6/25/21,modelROC,Model Based ROC Analysis
6/25/21,msma,Multiblock Sparse Multivariable Analysis
6/25/21,ordinalForest,Ordinal Forests: Prediction and Variable Ranking with Ordinal Target Variables
6/25/21,rpms,Recursive Partitioning for Modeling Survey Data
6/25/21,sidier,Substitution and Indel Distances to Infer Evolutionary Relationships
6/25/21,tssim,Simulation of Daily and Monthly Time Series
6/24/21,bootGOF,Bootstrap Based Goodness-of-Fit Tests
6/24/21,DImodels,Diversity-Interactions (DI) Models
6/24/21,mnreadR,MNREAD Parameters Estimation and Curve Plotting
6/24/21,occupancy,Probability Functions for Occupancy Distributions
6/24/21,OenoKPM,Modeling the Kinetics of CO2 Production in Alcoholic Fermentation
6/24/21,PreProcessing,Various Preprocessing Transformations of Numeric Data Matrices
6/24/21,PResiduals,Probability-Scale Residuals and Residual Correlations
6/24/21,prettyglm,Pretty Summaries of Generalized Linear Model Coefficients
6/24/21,proteus,Multiform Seq2Seq Model for Time-Feature Analysis
6/24/21,psbcGroup,Penalized Parametric and Semiparametric Bayesian Survival Models with Shrinkage and Grouping Priors
6/24/21,ranlip,Generation of Random Vectors with User-Defined Density
6/24/21,scutr,Balancing Multiclass Datasets for Classification Tasks
6/24/21,survidm,Inference and Prediction in an Illness-Death Model
6/23/21,dbglm,Generalised Linear Models by Subsampling and One-Step Polishing
6/23/21,DockerParallel,Using the Docker Container to Create R Workers on Local or Cloud Platform
6/23/21,etrm,Energy Trading and Risk Management
6/23/21,exactci,Exact P-Values and Matching Confidence Intervals for Simple Discrete Parametric Cases
6/23/21,mappings,Functions for Transforming Categorical Variables
6/23/21,MDMAPR,Molecular Detection Mapping and Analysis Platform
6/23/21,metacoder,"Tools for Parsing, Manipulating, and Graphing Taxonomic Abundance Data"
6/23/21,MIIPW,IPW and Mean Score Methods for Time-Course Missing Data
6/23/21,parallelMCMCcombine,Combining Subset MCMC Samples to Estimate a Posterior Density
6/23/21,qpmadr,Interface to the 'qpmad' Quadratic Programming Solver
6/23/21,scraEP,Scrape the Web with Extra Power
6/23/21,TotalCopheneticIndex,Quantify the Balance of Phylogenetic Trees
6/22/21,HyRiM,Multicriteria Risk Management using Zero-Sum Games with Vector-Valued Payoffs that are Probability Distributions
6/22/21,regDIF,Regularized Differential Item Functioning
6/22/21,robomit,Robustness Checks for Omitted Variable Bias
6/22/21,smoothr,Smooth and Tidy Spatial Features
6/21/21,dsa,Seasonal Adjustment of Daily Time Series
6/21/21,DTwrappers,Simplified Data Analysis with Wrapper Functions for the 'Data.Table' Package
6/21/21,getDTeval,Translating Coding Statements using get() and eval() for Improved Run-Time Coding Efficiency
6/21/21,GGally,Extension to 'ggplot2'
6/21/21,regions,Processing Regional Statistics
6/21/21,tensorregress,Supervised Tensor Decomposition with Side Information
6/21/21,usdata,Data on the States and Counties of the United States
6/20/21,analogue,Analogue and Weighted Averaging Methods for Palaeoecology
6/20/21,BioInsight,Filter and Plot RNA Biotypes
6/20/21,dynsim,Dynamic Simulations of Autoregressive Relationships
6/20/21,expp,Spatial Analysis of Extra-Pair Paternity
6/20/21,mcreplicate,Multi-Core Replicate
6/19/21,BioVenn,Create Area-Proportional Venn Diagrams from Biological Lists
6/19/21,shiny.pwa,Progressive Web App Support for Shiny
6/19/21,sparseFLMM,Functional Linear Mixed Models for Irregularly or Sparsely Sampled Data
6/18/21,DOPE,Drug Ontology Parsing Engine
6/18/21,epubr,Read EPUB File Metadata and Text
6/18/21,intePareto,Integrative Analysis of RNA-Seq and ChIP-Seq Data
6/18/21,jagsUI,A Wrapper Around 'rjags' to Streamline 'JAGS' Analyses
6/18/21,MultSurvTests,Permutation Tests for Multivariate Survival Analysis
6/18/21,neverhpfilter,An Alternative to the Hodrick-Prescott Filter
6/18/21,PAsso,Assessing the Partial Association Between Ordinal Variables
6/18/21,paths,An Imputation Approach to Estimating Path-Specific Causal Effects
6/18/21,requiRements,Helper Package to Install Packages for R
6/18/21,rmapzen,Client for 'Mapzen' and Related Map APIs
6/18/21,SHELF,Tools to Support the Sheffield Elicitation Framework
6/18/21,uclust,Clustering and Classification Inference with U-Statistics
6/18/21,UnitStat,Performs Unit Root Test Statistics
6/18/21,wsyn,Wavelet Approaches to Studies of Synchrony in Ecology and Other Fields
6/17/21,bayesforecast,Bayesian Time Series Modeling with Stan
6/17/21,biclustermd,Biclustering with Missing Data
6/17/21,blockCV,Spatial and Environmental Blocking for K-Fold Cross-Validation
6/17/21,c2d4u.tools,'c2d4u' - CRAN Packages for 'Ubuntu'
6/17/21,DescriptiveWH,Descriptive Statistics
6/17/21,GenEst,Generalized Mortality Estimator
6/17/21,inspector,Validation of Arguments and Objects in User-Defined Functions
6/17/21,mBvs,Bayesian Variable Selection Methods for Multivariate Data
6/17/21,mfGARCH,Mixed-Frequency GARCH Models
6/17/21,minerva,Maximal Information-Based Nonparametric Exploration for Variable Analysis
6/17/21,mshap,Multiplicative SHAP Values for Two-Part Models
6/17/21,MSiP,'MassSpectrometry' Interaction Prediction
6/17/21,PolyHaplotyper,Assignment of Haplotypes Based on SNP Dosages in Diploids and Polyploids
6/17/21,Randomuseragent,Filtering and Randomly Sampling Real User-Agent Strings
6/17/21,rBayesianOptimization,Bayesian Optimization of Hyperparameters
6/17/21,realtest,When Expectations Meet Reality: Realistic Unit Testing
6/17/21,TailClassifier,Tail Classifier for Thick-Tailed Discrete Data
6/17/21,vampyr,Factor Analysis Controlling the Effects of Response Bias
6/17/21,variables,Variable Descriptions
6/16/21,BuildSys,System for Building and Debugging C/C++ Dynamic Libraries
6/16/21,EFA.MRFA,Dimensionality Assessment Using Minimum Rank Factor Analysis
6/16/21,extendedFamily,Additional Families for Generalized Linear Models
6/16/21,httpproblems,Report Errors in Web Applications with 'Problem Details' (RFC 7807)
6/16/21,InDisc,Obtaining and Estimating Unidimensional and Multidimensional IRT Dual Models
6/16/21,netplot,Beautiful Graph Drawing
6/16/21,rmarchingcubes,Calculate 3D Contour Meshes Using the Marching Cubes Algorithm
6/16/21,shinytitle,Update Browser Window Title in 'shiny' Session
6/16/21,unival,Assessing Essential Unidimensionality Using External Validity Information
6/15/21,edbuildmapr,"Download School District Geospatial Data, Perform Spatial Analysis, and Create Formatted Exportable Maps"
6/15/21,intcensROC,AUC Estimation of Interval Censored Survival Data
6/15/21,lineup2,Lining Up Two Sets of Measurements
6/15/21,outlierensembles,A Collection of Outlier Ensemble Algorithms
6/15/21,precisePlacement,Suite of Functions to Help Get Plot Elements Exactly Where You Want Them
6/15/21,ptf,Probit Tensor Factorization
6/15/21,rextendr,Call Rust Code from R using the 'extendr' Crate
6/15/21,ring,Circular / Ring Buffers
6/15/21,ROI.plugin.lpsolve,'lp_solve' Plugin for the 'R' Optimization Infrastructure
6/15/21,rstiefel,Random Orthonormal Matrix Generation and Optimization on the Stiefel Manifold
6/14/21,activityGCMM,Circular Mixed Effect Mixture Models of Animal Activity Patterns
6/14/21,BMRSr,Wrapper Functions to the 'BMRS API'
6/14/21,CatReg,"Solution Paths for Linear and Logistic Regression Models with Categorical Predictors, with SCOPE Penalty"
6/14/21,cmR,Analysis of Cardiac Magnetic Resonance Images
6/14/21,dynfeature,Feature Importance for Dynamic Processes
6/14/21,epifitter,Analysis and Simulation of Plant Disease Progress Curves
6/14/21,GapAnalysis,Conservation Indicators using Spatial Information
6/14/21,geoSAE,Geoadditive Small Area Model
6/14/21,ManagedCloudProvider,Providing the Kubernetes-Like Functions for the Non-Kubernetes Cloud Service
6/14/21,paropt,Parameter Optimizing of ODE-Systems
6/14/21,ROSE,Random Over-Sampling Examples
6/14/21,SpatialPosition,Spatial Position Models
6/14/21,totalcensus,Extract Decennial Census and American Community Survey Data
6/14/21,zipsae,Small Area Estimation with Zero-Inflated Model
6/13/21,aster,Aster Models
6/13/21,cleaner,Fast and Easy Data Cleaning
6/13/21,mclustcomp,Measures for Comparing Clusters
6/12/21,augmentedRCBD,Analysis of Augmented Randomised Complete Block Designs
6/12/21,cdata,Fluid Data Transformations
6/12/21,msaeRB,Ratio Benchmarking for Multivariate Small Area Estimation
6/12/21,sigr,Succinct and Correct Statistical Summaries for Reports
6/11/21,AIPW,Augmented Inverse Probability Weighting
6/11/21,CFAcoop,Colony Formation Assay: Taking into Account Cellular Cooperation
6/11/21,cvwrapr,Tools for Cross Validation
6/11/21,daiR,Interface with Google Cloud Document AI API
6/11/21,diversitree,Comparative 'Phylogenetic' Analyses of Diversification
6/11/21,emuR,Main Package of the EMU Speech Database Management System
6/11/21,getLattes,Import and Process Data from the 'Lattes' Curriculum Platform
6/11/21,gtfsrouter,Routing with GTFS (General Transit Feed Specification) Data
6/11/21,hdfqlr,Interface to 'HDFql' API
6/11/21,industRial,"Data, Functions and Support Materials from the Book ""industRial Data Science"""
6/11/21,MatrixMixtures,Model-Based Clustering via Matrix-Variate Mixture Models
6/11/21,MetabolicSurv,A Biomarker Validation Approach for Classification and Predicting Survival Using Metabolomics Signature
6/11/21,rangeModelMetadata,Provides Templates for Metadata Files Associated with Species Range Models
6/11/21,rsetse,Strain Elevation Tension Spring Embedding
6/11/21,shinyglide,Glide Component for Shiny Applications
6/11/21,SNFtool,Similarity Network Fusion
6/11/21,vtreat,A Statistically Sound 'data.frame' Processor/Conditioner
6/10/21,Bchron,"Radiocarbon Dating, Age-Depth Modelling, Relative Sea Level Rate Estimation, and Non-Parametric Phase Modelling"
6/10/21,BHSBVAR,Structural Bayesian Vector Autoregression Models
6/10/21,EloOptimized,Optimized Elo Rating Method for Obtaining Dominance Ranks
6/10/21,hasseDiagram,Drawing Hasse Diagram
6/10/21,kfigr,Integrated Code Chunk Anchoring and Referencing for R Markdown Documents
6/10/21,miscFuncs,"Miscellaneous Useful Functions Including LaTeX Tables, Kalman Filtering and Development Tools"
6/10/21,modifiedmk,Modified Versions of Mann Kendall and Spearman's Rho Trend Tests
6/10/21,nCov2019,Exploring 'COVID'-19 Statistics
6/10/21,nucim,Nucleome Imaging Toolbox
6/10/21,ormBigData,Fitting Semiparametric Cumulative Probability Models for Big Data
6/10/21,SimCorMultRes,Simulates Correlated Multinomial Responses
6/10/21,weights,Weighting and Weighted Statistics
6/9/21,aglm,Accurate Generalized Linear Model
6/9/21,cryptowatchR,An API Wrapper for 'Cryptowatch'
6/9/21,dmri.tracking,DiST - Diffusion Direction Smoothing and Tracking
6/9/21,GpGp,Fast Gaussian Process Computation Using Vecchia's Approximation
6/9/21,hillshader,Create Hillshade Relief Maps Using Ray-Tracing
6/9/21,predictmeans,Calculate Predicted Means for Linear Models
6/9/21,recodeflow,"Interface Functions for PMML Creation, and Data Recoding"
6/9/21,rgeoprofile,Geographic Profiling Methods for Serial Crime Analysis
6/9/21,rpmodel,P-Model
6/9/21,SCORPIUS,Inferring Developmental Chronologies from Single-Cell RNA Sequencing Data
6/9/21,thematic,"Unified and Automatic 'Theming' of 'ggplot2', 'lattice', and 'base' R Graphics"
6/9/21,ZIprop,Permutations Tests and Performance Indicator for Zero-Inflated Proportions Response
6/8/21,asnipe,Animal Social Network Inference and Permutations for Ecologists
6/8/21,CARRoT,Predicting Categorical and Continuous Outcomes Using One in Ten Rule
6/8/21,ggprism,A 'ggplot2' Extension Inspired by 'GraphPad Prism'
6/8/21,mbbefd,Maxwell Boltzmann Bose Einstein Fermi Dirac Distribution and Destruction Rate Modelling
6/8/21,nifti.io,Read and Write NIfTI Files
6/8/21,RedisBaseContainer,The Container for the DockerParallel Package
6/7/21,autoFC,Automatic Construction of Forced-Choice Tests
6/7/21,CausalImpact,Inferring Causal Effects using Bayesian Structural Time-Series Models
6/7/21,ctgt,Closed Testing with Globaltest for Pathway Analysis
6/7/21,EpiStats,Tools for Epidemiologists
6/7/21,ez.combat,Easy ComBat Harmonization
6/7/21,flan,FLuctuation ANalysis on Mutation Models
6/7/21,fpcb,Predictive Confidence Bands for Functional Time Series Forecasting
6/7/21,KFAS,Kalman Filter and Smoother for Exponential Family State Space Models
6/7/21,PCMBase,Simulation and Likelihood Calculation of Phylogenetic Comparative Models
6/7/21,psp,Parameter Space Partitioning MCMC for Global Model Evaluation
6/7/21,rnbp,Wrapper for the National Bank of Poland API
6/7/21,RRMLRfMC,Reduced-Rank Multinomial Logistic Regression for Markov Chains
6/7/21,spoiler,Blur 'HTML' Elements in 'Shiny' Applications Using 'Spoiler-Alert.js'
6/7/21,TAG,Transformed Additive Gaussian Processes
6/6/21,agricolae,Statistical Procedures for Agricultural Research
6/6/21,incase,Pipe-Friendly Vector Replacement with Case Statements
6/6/21,MSwM,Fitting Markov Switching Models
6/6/21,pomcheckr,Graphical Check for Proportional Odds Assumption
6/6/21,PQLseq,Efficient Mixed Model Analysis of Count Data in Large-Scale Genomic Sequencing Studies
6/6/21,table1,Tables of Descriptive Statistics in HTML
6/5/21,BivRec,Bivariate Alternating Recurrent Event Data Analysis
6/5/21,cshapes,The CShapes 2.0 Dataset and Utilities
6/5/21,jvcoords,Principal Component Analysis (PCA) and Whitening
6/5/21,NNbenchmark,Datasets and Functions to Benchmark Neural Network Packages
6/5/21,SmartEDA,Summarize and Explore the Data
6/4/21,aibd,Attraction Indian Buffet Distribution
6/4/21,arsenal,An Arsenal of 'R' Functions for Large-Scale Statistical Summaries
6/4/21,factormodel,Factor Model Estimation Using Proxy Variables
6/4/21,job,Run Code as an RStudio Job - Free Your Console
6/4/21,LavaCvxr,Lava Estimation for the Sum of Sparse and Dense Signals(3 Methods)
6/4/21,psdr,Use Time Series to Generate and Compare Power Spectral Density
6/4/21,recom,'Recom' REmoves COMments of Rscript File for you
6/4/21,rsyslog,Interface to the 'syslog' System Logger
6/4/21,saekernel,Small Area Estimation Non-Parametric Based Nadaraya-Watson Kernel
6/3/21,eyelinker,Import ASC Files from EyeLink Eye Trackers
6/3/21,ip2location,Lookup for IP Address Information
6/3/21,JOPS,Practical Smoothing with P-Splines
6/3/21,nicheROVER,Niche Region and Niche Overlap Metrics for Multidimensional Ecological Niches
6/3/21,nsdr,Nonlinear Sufficient Dimension Reduction
6/3/21,pfica,Independent Component Analysis for Univariate Functional Data
6/3/21,platetools,Tools and Plots for Multi-Well Plates
6/3/21,tailDepFun,Minimum Distance Estimation of Tail Dependence Models
6/2/21,affinity,"Raster Georeferencing, Grid Affine Transforms, Cell Abstraction"
6/2/21,audiometry,Standard Conform Pure Tone Audiometry (PTA) Plots
6/2/21,ctsemOMX,Continuous Time SEM - 'OpenMx' Based Functions
6/2/21,discAUC,Linear and Non-Linear AUC for Discounting Data
6/2/21,econullnetr,Null Model Analysis for Ecological Networks
6/2/21,harmony,"Fast, Sensitive, and Accurate Integration of Single Cell Data"
6/2/21,molic,Multivariate Outlier Detection in Contingency Tables
6/2/21,oceanwaves,Ocean Wave Statistics
6/2/21,postpack,Utilities for Processing Posterior Samples Stored in 'mcmc.lists'
6/2/21,rapidraker,Rapid Automatic Keyword Extraction (RAKE) Algorithm
6/2/21,robustX,'eXtra' / 'eXperimental' Functionality for Robust Statistics
6/2/21,rplum,Bayesian Age-Depth Modelling of Cores Dated by Pb-210
6/2/21,tablesgg,"Presentation-Quality Tables, Displayed Using 'ggplot2'"
6/2/21,tensorBSS,Blind Source Separation Methods for Tensor-Valued Observations
6/2/21,tfplot,Time Frame User Utilities
6/2/21,xROI,Delineate Region of Interests (ROI's) and Extract Time-Series Data from Digital Repeat Photography Images
6/1/21,beeswarm,"The Bee Swarm Plot, an Alternative to Stripchart"
6/1/21,dpcc,Dynamic Programming for Convex Clustering
6/1/21,EBCHS,An Empirical Bayes Method for Chi-Squared Data
6/1/21,explor,Interactive Interfaces for Results Exploration
6/1/21,ggseg3d,Tri-Surface Mesh Plots for Brain Atlases
